device_brand,os,screen_size,4g,5g,rear_camera_mp,front_camera_mp,internal_memory,ram,battery,weight,release_year,days_used,normalized_used_price,normalized_new_price
Nokia 20,Android,13.84,yes,no,8.0,5.0,32.0,4.0,2500.0,157.0,2019,226,4.178992036,4.493456196
Nokia 21,Others,5.18,no,no,5.0,0.0,54.6,0.03,1020.0,157.0,2019,501,2.343727036,3.420346201
Nokia 22,Android,15.7,yes,no,8.0,20.0,64.0,4.0,3500.0,180.0,2018,485,4.609062601,5.989212012
Nokia 23,Android,15.24,yes,no,8.0,8.0,32.0,4.0,3500.0,180.0,2018,642,4.207822046,5.012500221
Nokia 24,Android,14.83,yes,no,8.0,8.0,64.0,4.0,3060.0,160.0,2018,634,4.410492607,5.79557131
Nokia 25,Android,12.9,yes,no,8.0,16.0,64.0,4.0,3060.0,151.0,2018,648,4.511408806,5.52589109
Nokia 26,Android,14.88,yes,no,8.0,8.0,64.0,4.0,3060.0,160.0,2018,525,4.566948973,5.026639868
Nokia 27,Android,12.83,yes,no,16.0,8.0,32.0,4.0,2970.0,160.0,2018,586,4.567364471,5.189227684
Nokia 28,Android,12.75,yes,no,13.0,8.0,32.0,4.0,2990.0,138.3,2018,469,4.415340514,5.016749895
Nokia 29,Android,12.83,yes,no,8.0,5.0,32.0,4.0,4000.0,174.0,2018,635,4.022669526,4.602065371
Nokia 30,Others,5.18,yes,no,2.0,0.0,0.1,0.02,1100.0,117.0,2018,417,3.916015027,4.505681287
Nokia 31,Android,12.83,yes,no,8.0,5.0,128.0,4.0,3260.0,177.0,2018,604,5.124618527,6.309590952
Nokia 32,Android,15.24,yes,no,8.0,16.0,64.0,4.0,3800.0,183.0,2018,704,4.459566212,5.642651475
Nokia 33,Android,12.83,yes,no,16.0,8.0,32.0,4.0,3000.0,172.0,2018,611,4.729421148,5.436687036
Nokia 34,Android,10.29,yes,no,5.0,2.0,32.0,4.0,2150.0,160.0,2018,601,3.934957977,4.613039144
Nokia 35,Others,5.18,yes,no,2.0,0.0,0.06,0.02,1200.0,88.1,2018,582,3.559909073,4.611251656
Nokia 36,Android,12.7,yes,no,8.0,5.0,32.0,4.0,4100.0,161.0,2017,564,4.154969184,4.690613668
Nokia 37,Android,12.75,yes,no,16.0,5.0,64.0,4.0,3000.0,160.0,2017,597,4.612939923,5.512783377
Nokia 38,Others,5.18,no,no,2.0,0.0,0.1,0.02,1200.0,88.2,2017,680,3.602504238,4.256746818
Nokia 39,Android,12.78,yes,no,13.0,13.0,128.0,4.0,3090.0,160.0,2017,558,5.126698333,5.801634875
Nokia 40,Android,12.7,yes,no,8.0,8.0,16.0,4.0,2630.0,140.0,2017,745,4.371597439,4.87504464
Nokia 41,Android,12.75,yes,no,13.0,8.0,16.0,4.0,3000.0,160.0,2017,821,4.460606735,4.947695494
Nokia 42,Android,12.83,yes,no,16.0,8.0,32.0,4.0,3000.0,169.0,2017,540,4.508769412,5.081155887
Nokia 43,Others,5.18,no,no,2.0,0.0,0.1,0.02,1000.0,160.0,2017,554,3.772760938,4.098668534
Nokia 44,Others,5.18,no,no,0.3,0.0,0.06,0.02,3133.4,81.0,2016,815,2.71866038,3.374511116
Nokia 45,Others,5.18,no,no,0.3,0.0,0.06,4.0,3133.4,82.6,2016,1023,2.765060456,3.65790465
Nokia 46,Others,5.28,no,no,2.0,0.0,0.06,0.02,1200.0,91.8,2015,867,2.934920134,4.219654753
Nokia 47,Others,5.28,no,no,2.0,0.0,0.06,0.03,1200.0,91.8,2015,772,3.285412349,4.247637732
Nokia 48,Others,5.18,no,no,2.0,0.0,0.1,0.02,1100.0,79.0,2015,1012,3.199896858,3.73576304
Nokia 49,Others,5.18,no,no,2.0,0.0,0.06,0.03,1100.0,79.0,2015,798,3.031099417,3.700808025
Nokia 50,Others,5.18,no,no,0.3,0.0,54.6,0.02,1100.0,78.4,2015,559,2.587011873,3.378610883
Nokia 51,Others,5.18,no,no,0.3,0.0,0.06,0.02,1100.0,78.6,2015,682,2.935451343,3.401197382
Nokia 52,Windows,10.29,yes,no,5.0,1.6,32.0,4.0,1830.0,136.0,2014,809,3.66586668,4.602967762
Nokia 53,Android,18.01,no,no,8.0,5.0,32.0,4.0,5300.0,318.0,2014,893,4.55744945,5.77116071
Nokia 54,Windows,10.34,no,no,6.7,5.0,32.0,4.0,2200.0,130.0,2014,601,3.8823882,5.134856817
Nokia 55,Windows,10.34,yes,no,6.7,5.0,32.0,4.0,2200.0,134.0,2014,1045,4.118386557,5.396804313
Nokia 56,Windows,12.7,yes,no,10.0,0.9,16.0,4.0,2200.0,150.0,2014,679,4.662872896,5.798759266
Nokia 57,Windows,10.16,no,no,5.0,1.6,16.0,4.0,1430.0,129.0,2014,1055,3.739572568,4.59764192
Nokia 58,Windows,10.16,no,no,5.0,1.6,16.0,4.0,1430.0,129.0,2014,1062,3.535145354,4.602366259
Nokia 59,Android,10.24,no,no,5.0,0.3,16.0,4.0,1800.0,150.0,2014,571,3.883829271,4.485372623
Nokia 60,Others,5.28,no,no,2.0,0.0,0.1,0.02,1200.0,99.8,2014,631,3.36729583,3.914021008
Nokia 61,Others,5.28,no,no,2.0,0.0,0.1,0.03,1200.0,100.6,2014,654,3.373826185,3.933197241
Nokia 62,Windows,12.7,yes,no,20.0,1.2,32.0,4.0,2420.0,167.0,2014,825,4.489647095,5.915339157
Nokia 63,Windows,10.29,yes,no,5.0,1.6,32.0,4.0,1830.0,134.0,2014,851,3.835573833,4.707094806
Nokia 64,Windows,10.29,no,no,5.0,1.6,32.0,4.0,1830.0,134.0,2014,825,4.209902903,4.949114437
Nokia 65,Windows,10.29,no,no,5.0,1.6,32.0,4.0,1830.0,134.0,2014,573,3.988428337,4.7061913
Nokia 66,Android,12.7,no,no,5.0,2.0,16.0,4.0,2000.0,190.0,2014,1093,3.696351469,4.612741451
Nokia 67,Android,10.16,no,no,3.15,1.6,16.0,4.0,1500.0,128.7,2014,903,3.309082093,4.790819533
Nokia 68,Android,10.16,no,no,3.15,1.6,16.0,4.0,1500.0,128.7,2014,645,3.607940512,4.59532185
Nokia 69,Others,5.28,no,no,1.3,0.0,0.06,0.03,1830.0,89.3,2014,717,3.541828511,4.10313911
Nokia 70,Others,5.18,no,no,2.0,0.0,0.1,0.02,1830.0,83.6,2014,565,3.072230245,3.71235181
Nokia 71,Windows,12.7,yes,no,20.0,1.2,32.0,4.0,2420.0,167.0,2014,881,4.759092268,5.989237068
Nokia 72,Windows,10.16,no,no,5.0,1.25,32.0,4.0,1430.0,124.0,2013,721,3.516904189,4.789489745
Nokia 73,Windows,15.24,yes,no,20.0,1.2,16.0,4.0,3400.0,209.0,2013,1052,4.866379938,5.861014118
Nokia 74,Windows,15.24,yes,no,5.0,0.3,32.0,4.0,3400.0,220.0,2013,817,4.502915952,5.345344072
Nokia 75,Windows,25.43,yes,no,6.7,2.0,32.0,4.0,1200.0,615.0,2013,1067,4.978318693,5.882430626
Nokia 76,Others,7.62,no,no,5.0,0.0,0.06,4.0,1200.0,111.4,2013,1001,3.827771453,4.605770006
Nokia 77,Others,7.62,no,no,5.0,0.0,0.1,0.03,1200.0,110.2,2013,987,3.881357591,4.517322095
Nokia 78,Others,7.62,no,no,5.0,0.0,54.6,0.02,1010.0,100.0,2013,1043,3.535728275,4.370586445
Nokia 79,Others,5.28,no,no,2.0,0.0,0.06,0.03,1200.0,101.3,2013,893,3.418382206,4.092509546
Nokia 80,Others,5.28,no,no,2.0,0.0,0.06,0.03,1200.0,101.0,2013,782,3.292126287,4.08176578
Nokia 81,Others,5.18,no,no,5.0,0.0,0.06,0.03,1200.0,101.1,2013,863,4.391976966,4.943283932
Nokia 82,Windows,10.34,yes,no,5.0,0.3,32.0,4.0,2000.0,159.0,2013,797,4.053001599,5.07072644
Nokia 83,Windows,10.29,yes,no,41.0,1.2,32.0,4.0,2000.0,158.0,2013,988,5.105096629,5.989287178
Nokia 84,Others,5.18,no,no,1.3,0.0,0.06,0.02,1020.0,89.6,2013,955,4.035478809,4.076010856
Nokia 85,Others,5.18,no,no,5.0,0.0,0.1,0.03,1020.0,91.3,2013,1070,4.052654135,4.068513802
Nokia 86,Windows,10.29,yes,no,8.0,1.3,16.0,4.0,2000.0,139.0,2013,707,4.565077092,5.557407045
Nokia 87,Windows,10.29,yes,no,8.0,1.3,32.0,4.0,2000.0,162.0,2013,816,4.530231099,5.939881737
Nokia 88,Others,7.62,no,no,3.15,0.0,0.06,0.02,1200.0,98.2,2013,668,3.532517999,4.38252651
Nokia 89,Others,5.18,no,no,2.0,0.0,0.1,0.03,1200.0,97.3,2013,713,3.216071898,3.935153423
Nokia 90,Windows,10.24,no,no,6.7,1.3,32.0,4.0,2000.0,128.0,2013,781,4.302712828,5.294208939
Nokia 91,Windows,10.16,no,no,5.0,1.25,32.0,4.0,1430.0,124.0,2013,1051,3.583518938,4.237289838
Nokia 92,Others,5.18,no,no,3.15,0.0,0.1,0.02,1110.0,102.0,2013,1006,4.167595024,4.23757873
Nokia 93,Others,7.62,no,no,2.0,0.0,0.1,0.02,1110.0,103.7,2013,660,3.295095851,4.380024632
Others 299,Android,20.32,no,no,5.0,5.0,16.0,4.0,5200.0,356.0,2015,694,4.47038086,5.302209781
Others 300,Android,20.32,yes,no,5.0,5.0,32.0,4.0,5400.0,390.0,2014,918,5.043425117,5.701145668
Others 301,Android,20.32,no,no,5.0,5.0,16.0,4.0,5400.0,390.0,2014,720,4.451436086,5.442028024
OnePlus 8,Android,16.28,yes,no,9.5,16.0,256.0,4.0,3700.0,185.0,2018,489,5.065754593,6.552422291
OnePlus 9,Android,16.28,yes,no,9.5,16.0,256.0,4.0,3700.0,185.0,2018,496,5.000046093,6.309445439
OnePlus 10,Android,15.95,yes,no,9.5,16.0,128.0,4.0,3300.0,177.0,2018,386,5.380404138,6.252635793
OnePlus 11,Android,15.27,yes,no,9.5,16.0,128.0,4.0,3300.0,162.0,2017,623,5.19473305,6.214968034
OnePlus 12,Android,12.83,yes,no,9.5,16.0,128.0,4.0,3300.0,153.0,2017,875,4.735584225,6.213026849
OnePlus 13,Android,12.83,yes,no,16.0,16.0,64.0,4.0,3400.0,158.0,2016,986,4.936701666,6.091287257
OnePlus 14,Android,12.7,yes,no,13.0,8.0,16.0,4.0,2525.0,138.0,2015,1050,4.62192897,5.598940343
OnePlus 15,Android,12.83,yes,no,16.0,8.0,64.0,4.0,3000.0,158.0,2016,996,4.435448911,5.993437599
OnePlus 16,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3300.0,175.0,2015,913,4.831030045,5.699540155
OnePlus 17,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3100.0,162.0,2014,616,4.679163866,5.514436303
Oppo 30,Android,15.39,yes,no,8.0,16.0,256.0,4.0,4065.0,210.0,2019,252,5.224509349,6.311172037
Oppo 31,Android,15.34,yes,no,8.0,16.0,256.0,4.0,3765.0,185.0,2019,366,5.346774142,5.992763703
Oppo 32,Android,15.29,yes,no,8.0,16.0,64.0,4.0,4230.0,170.0,2019,504,4.615516478,5.294510128
Oppo 33,Android,16.59,yes,no,8.0,16.0,128.0,4.0,4020.0,188.0,2019,238,5.04613113,5.519178315
Oppo 34,Android,16.59,yes,no,8.0,16.0,64.0,4.0,4000.0,190.0,2019,488,4.921876937,5.766193735
Oppo 35,Android,15.29,yes,no,13.0,16.0,32.0,4.0,4230.0,168.0,2018,658,4.842374421,5.599273448
Oppo 36,Android,15.34,yes,no,13.0,25.0,128.0,4.0,3600.0,156.0,2018,412,4.858648937,5.860558277
Oppo 37,Android,16.28,yes,no,13.0,25.0,128.0,4.0,3600.0,156.0,2018,644,5.257859889,5.853523446
Oppo 38,Android,15.34,yes,no,13.0,25.0,64.0,4.0,3600.0,156.0,2018,563,4.839767887,5.349390637
Oppo 39,Android,15.32,yes,no,13.0,16.0,128.0,4.0,3500.0,169.0,2018,621,4.703838358,5.595194534
Oppo 40,Android,15.34,yes,no,13.0,25.0,128.0,4.0,3700.0,183.0,2018,598,4.783065294,6.396045932
Oppo 41,Android,15.34,yes,no,13.0,25.0,128.0,4.0,3500.0,182.0,2018,452,5.202797165,6.130878603
Oppo 42,Android,15.32,yes,no,13.0,25.0,64.0,4.0,3500.0,169.0,2018,424,4.966613742,5.665180237
Oppo 43,Android,15.29,yes,no,13.0,8.0,32.0,4.0,4230.0,168.0,2018,373,4.711420306,5.450351522
Oppo 44,Android,16.31,yes,no,13.0,16.0,512.0,4.0,3400.0,186.0,2018,623,6.143348374,7.209650859
Oppo 45,Android,16.31,yes,no,13.0,16.0,128.0,4.0,3730.0,186.0,2018,496,4.740400135,6.398178875
Oppo 46,Android,15.24,yes,no,13.0,8.0,64.0,4.0,3410.0,155.0,2018,507,4.775672166,5.524097439
Oppo 47,Android,15.29,yes,no,16.0,8.0,128.0,4.0,3400.0,159.0,2018,444,4.649282761,5.795936163
Oppo 48,Android,15.82,yes,no,16.0,25.0,64.0,4.0,3400.0,158.0,2018,560,5.127113775,5.60719815
Oppo 49,Android,15.95,yes,no,13.0,20.0,128.0,4.0,3430.0,180.0,2018,399,5.361902308,6.234449941
Oppo 50,Android,15.95,yes,no,13.0,20.0,128.0,4.0,3450.0,175.0,2018,702,5.137385412,6.130965586
Oppo 51,Android,12.88,yes,no,13.0,8.0,64.0,4.0,3180.0,143.0,2018,407,4.561427263,5.018603464
Oppo 52,Android,12.75,yes,no,13.0,5.0,16.0,4.0,3000.0,137.0,2018,527,4.174233412,4.869532453
Oppo 53,Android,12.88,yes,no,13.0,8.0,64.0,4.0,3180.0,143.0,2018,443,4.525477417,5.294409742
Oppo 54,Android,15.24,yes,no,13.0,16.0,32.0,4.0,3200.0,152.0,2017,856,4.935768059,5.63400358
Oppo 55,Android,15.24,yes,no,16.0,20.0,64.0,4.0,3200.0,152.0,2017,607,4.915005063,5.76713279
Oppo 56,Android,16.33,yes,no,13.0,20.0,64.0,4.0,4000.0,182.0,2017,710,5.016816153,6.363131546
Oppo 57,Android,15.27,yes,no,13.0,20.0,64.0,4.0,3200.0,153.0,2017,709,5.010501952,6.110469059
Oppo 58,Android,12.75,yes,no,13.0,5.0,16.0,4.0,3000.0,137.0,2017,736,4.523092075,5.195896969
Oppo 59,Android,12.83,yes,no,13.0,16.0,64.0,4.0,3200.0,148.0,2017,648,4.677862871,5.639421715
Oppo 60,Android,15.24,yes,no,13.0,20.0,64.0,4.0,4000.0,188.0,2017,899,4.790736473,6.214608098
Oppo 61,Android,12.83,yes,no,13.0,20.0,128.0,4.0,3000.0,150.0,2017,709,5.154331516,5.993861672
Oppo 62,Android,12.83,yes,no,13.0,16.0,64.0,4.0,3200.0,153.0,2017,707,5.00354354,5.742073268
Oppo 63,Android,12.75,yes,no,13.0,5.0,32.0,4.0,2900.0,147.0,2017,748,4.131319165,5.002401489
Oppo 64,Android,12.83,yes,no,13.0,18.0,64.0,4.0,3200.0,153.0,2017,790,4.64294755,5.563408678
Oppo 65,Android,15.24,yes,no,16.0,18.0,64.0,4.0,4000.0,185.0,2017,863,4.76319905,6.171554449
Oppo 66,Android,12.75,yes,no,13.0,16.0,32.0,4.0,2900.0,147.0,2016,1049,4.562053895,5.290738721
Oppo 67,Android,12.83,yes,no,13.0,16.0,64.0,4.0,3075.0,160.0,2016,1022,4.733563401,5.52776103
Oppo 68,Android,15.24,yes,no,16.0,16.0,64.0,4.0,4000.0,185.0,2016,1065,5.315125318,6.347634363
Oppo 69,Android,12.83,yes,no,16.0,16.0,64.0,4.0,3010.0,145.0,2016,1077,5.089754499,6.110402471
Oppo 70,Android,12.7,yes,no,8.0,5.0,16.0,4.0,2630.0,136.0,2016,578,4.375127893,5.391443345
Oppo 71,Android,12.83,yes,no,13.0,8.0,32.0,4.0,3075.0,160.0,2016,782,4.514479321,5.675040006
Oppo 72,Android,15.24,yes,no,16.0,16.0,64.0,4.0,4120.0,185.0,2016,913,5.356067272,6.307424262
Oppo 73,Android,12.83,yes,no,13.0,16.0,64.0,4.0,2850.0,145.0,2016,613,4.826391892,5.858133134
Oppo 74,Android,12.7,yes,no,13.0,8.0,16.0,4.0,2500.0,134.0,2016,554,4.754279609,5.440207478
Oppo 75,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3075.0,165.0,2015,587,4.500920165,5.304746654
Oppo 76,Android,12.7,yes,no,8.0,5.0,16.0,4.0,2400.0,146.0,2015,669,3.989909544,5.474243516
Oppo 77,Android,12.7,yes,no,8.0,5.0,16.0,4.0,2420.0,141.0,2015,957,4.235120483,4.919542874
Oppo 78,Android,12.83,yes,no,13.0,8.0,32.0,4.0,3070.0,155.0,2015,738,4.456206033,5.561143063
Oppo 79,Android,12.7,yes,no,13.0,8.0,16.0,4.0,2320.0,147.0,2015,909,4.645640119,5.522740099
Oppo 80,Android,12.75,yes,no,13.0,5.0,32.0,4.0,2000.0,155.0,2015,662,4.139158578,5.299167006
Oppo 81,Android,12.7,yes,no,8.0,5.0,16.0,4.0,2420.0,160.0,2015,643,4.056988776,5.389619525
Oppo 82,Android,10.29,no,no,5.0,2.0,16.0,4.0,2000.0,135.0,2015,593,4.066287964,4.867226711
Oppo 83,Android,15.24,yes,no,13.0,8.0,32.0,4.0,4100.0,192.0,2015,865,4.569024739,6.060197385
Oppo 84,Android,12.7,yes,no,13.0,8.0,16.0,4.0,2320.0,147.0,2015,959,4.917056947,5.887270018
Oppo 85,Android,10.29,no,no,8.0,2.0,32.0,4.0,2000.0,135.0,2015,578,3.773450356,4.26112938
Oppo 86,Android,10.29,yes,no,8.0,2.0,32.0,4.0,2000.0,135.0,2015,726,4.180369342,5.070600875
Oppo 87,Android,10.16,no,no,3.15,0.3,16.0,4.0,1700.0,125.0,2015,1076,3.680343123,4.584967479
Oppo 88,Android,10.34,yes,no,8.0,5.0,32.0,4.0,2000.0,130.0,2015,562,4.37298589,5.597940362
Oppo 89,Android,10.29,yes,no,8.0,5.0,32.0,4.0,2000.0,135.0,2015,1011,4.037597828,5.009301071
Oppo 90,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2420.0,130.0,2015,883,4.273187855,5.828710296
Oppo 91,Android,12.75,yes,no,13.0,5.0,16.0,4.0,2000.0,155.0,2014,777,4.094011173,5.994709277
Oppo 92,Android,12.83,yes,no,16.0,16.0,32.0,4.0,3000.0,192.0,2014,703,4.877408617,6.310172791
Oppo 93,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2410.0,140.0,2014,790,4.630545492,5.677027737
Oppo 94,Android,10.29,no,no,5.0,2.0,16.0,4.0,1900.0,128.0,2014,804,4.098004523,4.870453263
Oppo 95,Android,10.34,no,no,8.0,2.0,16.0,4.0,2000.0,128.0,2014,682,4.468319003,5.476086912
Oppo 96,Android,10.34,no,no,5.0,2.0,16.0,4.0,1900.0,145.0,2014,775,4.252344965,5.303951465
Oppo 97,Android,10.16,no,no,3.15,0.3,16.0,4.0,1700.0,125.0,2014,1028,3.745496055,4.604269781
Oppo 98,Android,10.29,yes,no,5.0,2.0,16.0,4.0,1900.0,132.5,2014,602,3.999850716,4.938136283
Oppo 99,Android,12.7,yes,no,13.0,13.0,16.0,4.0,2140.0,150.0,2014,835,4.522657764,5.79994078
Oppo 100,Android,12.7,yes,no,8.0,5.0,32.0,4.0,2410.0,140.0,2014,678,4.69701984,5.598829283
Oppo 101,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3000.0,171.0,2014,607,4.905200702,6.083222972
Oppo 102,Android,12.83,yes,no,13.0,5.0,16.0,4.0,2800.0,170.0,2014,594,4.704472387,5.911203066
Oppo 103,Android,10.29,no,no,5.0,2.0,16.0,4.0,1900.0,130.0,2014,992,3.536602019,5.082335608
Oppo 104,Android,12.7,no,no,8.0,5.0,16.0,4.0,2410.0,140.0,2013,691,4.357862008,5.704382295
Oppo 105,Android,12.93,no,no,13.0,13.0,16.0,4.0,3610.0,213.0,2013,621,4.844738116,6.065272474
Oppo 106,Android,10.34,no,no,8.0,1.9,16.0,4.0,2000.0,110.0,2013,860,4.466367783,5.525532617
Oppo 107,Android,10.16,no,no,3.15,0.3,16.0,4.0,1700.0,140.75,2013,877,4.165113633,5.676034365
Oppo 108,Android,10.24,no,no,5.0,2.0,16.0,4.0,1700.0,141.5,2013,572,3.704014342,4.598749618
Others 302,Android,7.7,yes,no,12.0,8.0,32.0,4.0,800.0,165.0,2018,395,4.881513214,5.701446415
Panasonic 0,Android,15.72,yes,no,9.5,8.0,64.0,4.0,4000.0,169.0,2018,487,4.268997904,5.293706754
Panasonic 1,Android,15.7,yes,no,9.5,16.0,128.0,4.0,3000.0,195.0,2018,717,4.873057631,5.856217398
Panasonic 2,Android,12.7,yes,no,13.0,5.0,32.0,4.0,2500.0,143.0,2017,755,4.076519977,4.596028528
Panasonic 3,Android,12.83,yes,no,13.0,5.0,64.0,4.0,3000.0,154.85,2017,643,4.622420539,5.298217362
Panasonic 4,Android,12.7,yes,no,13.0,5.0,32.0,4.0,4000.0,163.0,2017,705,4.45225208,4.699479865
Panasonic 5,Android,12.83,yes,no,13.0,13.0,32.0,4.0,5000.0,182.0,2017,734,4.464527856,4.871986066
Panasonic 6,Android,12.7,yes,no,8.0,5.0,16.0,4.0,2210.0,144.0,2017,710,4.211831258,4.593198814
Panasonic 7,Android,12.7,yes,no,8.0,2.0,16.0,4.0,4000.0,146.7,2017,601,3.871201011,4.492561242
Panasonic 8,Android,12.7,yes,no,13.0,5.0,16.0,4.0,4000.0,169.0,2017,814,4.429267981,4.703747749
Panasonic 9,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3000.0,163.0,2016,924,4.487961985,5.015291106
Panasonic 10,Android,12.83,yes,no,13.0,5.0,32.0,4.0,4000.0,193.0,2017,713,4.500476115,4.849527134
Panasonic 11,Android,12.75,yes,no,16.0,8.0,32.0,4.0,3000.0,165.0,2017,622,4.282206299,5.132262782
Panasonic 12,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3000.0,145.0,2017,866,4.54584472,5.073610093
Panasonic 13,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2200.0,133.0,2017,781,4.347564581,4.851717715
Panasonic 14,Android,12.78,yes,no,13.0,5.0,16.0,4.0,2600.0,156.0,2016,915,4.237000863,5.077982368
Panasonic 15,Android,12.83,yes,no,13.0,5.0,16.0,4.0,2500.0,155.0,2016,924,4.35504077,4.617098757
Panasonic 16,Android,12.7,yes,no,8.0,2.0,32.0,4.0,2000.0,126.0,2016,966,3.87245023,4.585579536
Panasonic 17,Android,12.7,yes,no,8.0,5.0,16.0,4.0,2800.0,138.0,2016,836,4.357221516,5.000180836
Panasonic 18,Android,12.7,yes,no,8.0,5.0,32.0,4.0,2450.0,147.0,2016,835,4.005877581,5.303056121
Panasonic 19,Android,12.83,yes,no,16.0,5.0,32.0,4.0,3000.0,142.0,2016,708,4.538602942,5.142481935
Panasonic 20,Android,12.7,yes,no,8.0,5.0,16.0,4.0,4000.0,167.5,2016,800,4.241902127,5.002132582
Panasonic 21,Android,12.83,yes,no,13.0,5.0,16.0,4.0,2700.0,151.0,2016,569,4.094844437,5.004013418
Panasonic 22,Android,12.7,yes,no,8.0,5.0,16.0,4.0,2000.0,151.0,2016,588,4.006605648,4.872598529
Panasonic 23,Android,12.7,no,no,8.0,5.0,16.0,4.0,3200.0,155.0,2016,843,3.848230872,4.698296164
Panasonic 24,Android,12.7,yes,no,13.0,5.0,32.0,4.0,2350.0,145.0,2016,796,4.309993432,4.937921222
Panasonic 25,Android,10.29,no,no,5.0,2.0,32.0,4.0,1600.0,151.0,2016,1039,3.698334613,4.270955399
Panasonic 26,Android,12.83,yes,no,13.0,5.0,16.0,4.0,2500.0,145.0,2015,976,4.449802099,5.299816243
Panasonic 27,Android,12.83,yes,no,13.0,8.0,32.0,4.0,2910.0,141.0,2015,564,4.421487704,5.591658397
Panasonic 28,Android,12.83,yes,no,8.0,2.0,32.0,4.0,2500.0,158.0,2015,881,4.02123609,4.943426544
Panasonic 29,Android,12.7,yes,no,8.0,2.0,32.0,4.0,2000.0,135.0,2015,887,4.162937354,4.775672166
Panasonic 30,Android,10.29,yes,no,5.0,0.3,32.0,4.0,1800.0,138.0,2015,938,3.489513463,4.61254294
Panasonic 31,Android,12.83,yes,no,13.0,8.0,16.0,4.0,3500.0,147.0,2015,985,4.583640067,5.081280134
Panasonic 32,Android,12.7,yes,no,8.0,5.0,32.0,4.0,2000.0,110.0,2015,836,4.445353485,5.249337184
Panasonic 33,Android,10.34,no,no,8.0,5.0,32.0,4.0,1980.0,135.0,2015,567,4.188745238,4.874662829
Panasonic 34,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2500.0,131.0,2015,968,4.462915138,5.402497185
Panasonic 35,Android,12.7,no,no,8.0,5.0,32.0,4.0,2100.0,135.0,2014,978,4.383275854,5.015490157
Panasonic 36,Android,15.24,no,no,8.0,2.0,16.0,4.0,2800.0,173.8,2014,684,4.000583182,5.245074805
Panasonic 37,Android,10.16,no,no,5.0,2.0,32.0,4.0,1500.0,117.0,2014,787,3.478775516,4.487624622
Panasonic 38,Android,12.83,no,no,8.0,2.0,16.0,4.0,2500.0,148.0,2014,941,3.859044081,4.789323398
Panasonic 39,Android,12.7,no,no,8.0,2.0,32.0,4.0,2000.0,155.0,2014,758,4.263102323,4.934186122
Panasonic 40,Android,10.34,yes,no,20.1,1.1,16.0,4.0,2600.0,204.0,2014,1043,4.294424174,6.719689254
Panasonic 41,Android,12.7,no,no,8.0,1.3,16.0,4.0,2000.0,115.0,2014,635,3.953548752,4.783651043
Panasonic 42,Android,12.7,no,no,13.0,2.0,16.0,4.0,2500.0,141.0,2014,1089,4.678606504,5.473194616
Panasonic 43,Android,12.83,no,no,13.0,2.0,32.0,4.0,2500.0,141.0,2014,996,4.583333491,5.387700928
Panasonic 44,Android,10.16,no,no,3.15,0.3,16.0,4.0,1300.0,120.0,2013,707,3.437207819,4.25561271
Panasonic 45,Android,12.7,no,no,8.0,1.3,16.0,4.0,2500.0,135.0,2013,967,3.788951008,6.085683222
Panasonic 46,Android,12.7,no,no,8.0,2.0,32.0,4.0,2000.0,133.0,2014,1014,4.330996464,5.133973243
Others 303,Others,7.62,no,no,3.15,0.3,256.0,0.25,1030.0,102.0,2013,997,4.309321524,5.074986298
Others 304,Android,10.36,yes,no,12.6,2.0,16.0,4.0,2100.0,135.0,2013,731,4.028916757,5.908218799
Others 305,Android,10.16,no,no,5.0,2.0,16.0,4.0,1400.0,125.0,2014,844,3.467921014,4.868994922
Others 306,Android,12.7,no,no,5.0,0.3,1024.0,4.0,2200.0,170.0,2013,584,4.07090533,5.135798437
Others 307,Android,12.7,no,no,13.0,0.3,16.0,4.0,3300.0,200.0,2013,1018,4.695102293,5.828798548
Others 308,Android,10.29,no,no,8.0,0.3,16.0,4.0,2400.0,154.0,2013,1068,4.393584584,5.395171808
Others 309,Windows,12.7,no,no,8.0,2.0,32.0,4.0,2000.0,150.0,2014,968,4.383275854,5.123011145
Others 310,Windows,10.16,no,no,8.0,0.3,16.0,4.0,2000.0,150.0,2014,913,3.873490056,4.520809837
Others 311,Android,10.16,no,no,3.15,0.3,16.0,4.0,1500.0,120.0,2013,557,3.513334882,4.496470769
Others 312,Android,10.24,no,no,8.0,1.2,16.0,4.0,2000.0,140.0,2013,847,4.05161102,5.340274716
Others 313,Android,10.16,no,no,8.0,0.3,16.0,4.0,1700.0,132.0,2013,588,3.733135545,4.78840799
Others 314,Android,12.78,no,no,8.0,1.2,16.0,4.0,2100.0,140.0,2013,744,4.044103346,5.185876287
Others 315,Android,12.7,no,no,8.0,2.0,16.0,4.0,2000.0,130.0,2013,903,4.337160013,5.298667305
Others 316,Android,12.7,no,no,5.0,0.3,16.0,4.0,2200.0,199.0,2013,783,4.099332104,5.01422883
